1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2320185614849188,0.0,0.0,0.18329466357308588,0.19953596287703018,0.0,0.0,0.08120649651972157,0.0023201856148491883,0.1786542923433875,0.0,0.0,0.0,0.0,0.0,0.12296983758700698
0.0,0.14534883720930233,0.09302325581395349,0.0,0.0,0.12063953488372092,0.09447674418604651,0.0,0.01744186046511628,0.0,0.06686046511627908,0.10465116279069767,0.12645348837209303,0.10610465116279069,0.125,0.0
0.0,0.10256410256410255,0.16025641025641021,0.0,0.012820512820512818,0.10256410256410255,0.08653846153846152,0.0,0.02724358974358974,0.008012820512820512,0.0689102564102564,0.10576923076923075,0.08333333333333331,0.08493589743589743,0.09134615384615383,0.0657051282051282
0.1984924623115578,0.0,0.0,0.25125628140703515,0.20100502512562815,0.0,0.0,0.03015075376884422,0.0,0.1758793969849246,0.0,0.0,0.0,0.0,0.0,0.14321608040201003
0.1919642857142857,0.0,0.017857142857142856,0.17857142857142858,0.2232142857142857,0.0,0.0,0.049107142857142856,0.0,0.1763392857142857,0.0,0.0,0.0,0.0,0.0,0.16294642857142855
0.0,0.11292517006802723,0.08707482993197281,0.0,0.0,0.1360544217687075,0.0979591836734694,0.0,0.039455782312925174,0.0,0.08707482993197281,0.10204081632653063,0.11700680272108846,0.09931972789115648,0.12108843537414968,0.0
0.0,0.08376288659793815,0.06958762886597938,0.0,0.0,0.09278350515463918,0.1288659793814433,0.037371134020618556,0.08634020618556702,0.0,0.10438144329896908,0.11855670103092784,0.09536082474226805,0.08634020618556702,0.08247422680412371,0.014175257731958763
0.08771929824561403,0.0,0.0,0.03007518796992481,0.05513784461152882,0.0,0.07268170426065163,0.2506265664160401,0.17543859649122806,0.12030075187969924,0.05513784461152882,0.05513784461152882,0.0,0.0,0.0,0.09774436090225563
0.0018348623853211012,0.022018348623853212,0.03119266055045872,0.0,0.0,0.05321100917431193,0.12293577981651378,0.12844036697247707,0.1834862385321101,0.05871559633027524,0.12110091743119268,0.11192660550458716,0.03853211009174312,0.025688073394495418,0.025688073394495418,0.07522935779816514
0.155241935483871,0.0,0.010080645161290326,0.14112903225806453,0.15927419354838712,0.0,0.0,0.09677419354838711,0.06451612903225808,0.2016129032258065,0.0,0.0,0.0,0.0,0.0,0.1713709677419355
0.0,0.06794682422451993,0.06351550960118167,0.0,0.0,0.09453471196454948,0.11964549483013294,0.03249630723781388,0.09748892171344166,0.0,0.14771048744460855,0.121122599704579,0.0930576070901034,0.0709010339734121,0.0915805022156573,0.0
0.0,0.09148665819567979,0.08386277001270648,0.0,0.0,0.09529860228716645,0.11689961880559085,0.02795425667090216,0.07750952986022872,0.0,0.10419313850063532,0.12706480304955528,0.09021601016518424,0.08386277001270648,0.08640406607369759,0.015247776365946632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11010558069381597,0.07993966817496229,0.0,0.0,0.11010558069381597,0.10105580693815987,0.0,0.021116138763197585,0.0,0.07239819004524886,0.09954751131221719,0.12971342383107087,0.15082956259426847,0.1251885369532428,0.0
0.0,0.11977715877437324,0.07938718662952644,0.0,0.0,0.12395543175487464,0.08913649025069638,0.0,0.019498607242339833,0.0,0.0863509749303621,0.0947075208913649,0.1323119777158774,0.11559888579387186,0.13927576601671307,0.0
0.103515625,0.0,0.080078125,0.11132812499999999,0.142578125,0.0,0.021484375,0.076171875,0.080078125,0.166015625,0.0,0.0234375,0.0,0.0,0.0,0.1953125
